timestamp,household_id,demand_lps
2026-01-01 09:00:00,H_J1_2,0.01826
2026-01-01 09:15:00,H_J1_2,0.01935
2026-01-01 09:30:00,H_J1_2,0.01343
2026-01-01 09:45:00,H_J1_2,0.01564
2026-01-01 10:00:00,H_J1_2,0.01573
2026-01-01 10:15:00,H_J1_2,0.01557
2026-01-01 10:30:00,H_J1_2,0.01454
2026-01-01 10:45:00,H_J1_2,0.01289
2026-01-01 11:00:00,H_J1_2,0.01512
2026-01-01 11:15:00,H_J1_2,0.01682
2026-01-01 11:30:00,H_J1_2,0.01291
2026-01-01 11:45:00,H_J1_2,0.01557
2026-01-01 12:00:00,H_J1_2,0.0141
2026-01-01 12:15:00,H_J1_2,0.01434
2026-01-01 12:30:00,H_J1_2,0.01318
2026-01-01 12:45:00,H_J1_2,0.01388
2026-01-01 13:00:00,H_J1_2,0.01572
2026-01-01 13:15:00,H_J1_2,0.01474
2026-01-01 13:30:00,H_J1_2,0.01605
2026-01-01 13:45:00,H_J1_2,0.01525
2026-01-01 14:00:00,H_J1_2,0.0143
2026-01-01 14:15:00,H_J1_2,0.0158
2026-01-01 14:30:00,H_J1_2,0.0142
2026-01-01 14:45:00,H_J1_2,0.01467
2026-01-01 15:00:00,H_J1_2,0.01348
2026-01-01 15:15:00,H_J1_2,0.01403
2026-01-01 15:30:00,H_J1_2,0.01342
2026-01-01 15:45:00,H_J1_2,0.01573
2026-01-01 16:00:00,H_J1_2,0.01364
2026-01-01 16:15:00,H_J1_2,0.01658
2026-01-01 16:30:00,H_J1_2,0.01603
2026-01-01 16:45:00,H_J1_2,0.01878
2026-01-01 17:00:00,H_J1_2,0.01913
2026-01-01 17:15:00,H_J1_2,0.02198
2026-01-01 17:30:00,H_J1_2,0.02122
2026-01-01 17:45:00,H_J1_2,0.01853
2026-01-01 18:00:00,H_J1_2,0.02184
2026-01-01 18:15:00,H_J1_2,0.02073
2026-01-01 18:30:00,H_J1_2,0.02247
2026-01-01 18:45:00,H_J1_2,0.02694
2026-01-01 19:00:00,H_J1_2,0.02536
2026-01-01 19:15:00,H_J1_2,0.02277
2026-01-01 19:30:00,H_J1_2,0.02196
2026-01-01 19:45:00,H_J1_2,0.02341
2026-01-01 20:00:00,H_J1_2,0.02058
2026-01-01 20:15:00,H_J1_2,0.02075
2026-01-01 20:30:00,H_J1_2,0.02153
2026-01-01 20:45:00,H_J1_2,0.02201
2026-01-01 21:00:00,H_J1_2,0.02009
2026-01-01 21:15:00,H_J1_2,0.01519
2026-01-01 21:30:00,H_J1_2,0.01787
2026-01-01 21:45:00,H_J1_2,0.01682
2026-01-01 22:00:00,H_J1_2,0.01666
2026-01-01 22:15:00,H_J1_2,0.01778
2026-01-01 22:30:00,H_J1_2,0.01292
2026-01-01 22:45:00,H_J1_2,0.01425
2026-01-01 23:00:00,H_J1_2,0.01545
2026-01-01 23:15:00,H_J1_2,0.01287
2026-01-01 23:30:00,H_J1_2,0.01635
2026-01-01 23:45:00,H_J1_2,0.01493
2026-01-01 00:00:00,H_J1_3,0.25334
2026-01-01 00:15:00,H_J1_3,0.26001
2026-01-01 00:30:00,H_J1_3,0.24447
2026-01-01 00:45:00,H_J1_3,0.24566
2026-01-01 01:00:00,H_J1_3,0.24744
2026-01-01 01:15:00,H_J1_3,0.22686
2026-01-01 01:30:00,H_J1_3,0.24107
2026-01-01 01:45:00,H_J1_3,0.24171
2026-01-01 02:00:00,H_J1_3,0.253
2026-01-01 02:15:00,H_J1_3,0.26648
2026-01-01 02:30:00,H_J1_3,0.22662
2026-01-01 02:45:00,H_J1_3,0.24493
2026-01-01 03:00:00,H_J1_3,0.27962
2026-01-01 03:15:00,H_J1_3,0.23534
2026-01-01 03:30:00,H_J1_3,0.2358
2026-01-01 03:45:00,H_J1_3,0.25902
2026-01-01 04:00:00,H_J1_3,0.27734
2026-01-01 04:15:00,H_J1_3,0.26554
2026-01-01 04:30:00,H_J1_3,0.30408
2026-01-01 04:45:00,H_J1_3,0.30393
2026-01-01 05:00:00,H_J1_3,0.31715
2026-01-01 05:15:00,H_J1_3,0.32538
2026-01-01 05:30:00,H_J1_3,0.39463
2026-01-01 05:45:00,H_J1_3,0.33892
2026-01-01 06:00:00,H_J1_3,0.30752
2026-01-01 06:15:00,H_J1_3,0.42705
2026-01-01 06:30:00,H_J1_3,0.3732
2026-01-01 06:45:00,H_J1_3,0.3978
2026-01-01 07:00:00,H_J1_3,0.44046
2026-01-01 07:15:00,H_J1_3,0.34631
2026-01-01 07:30:00,H_J1_3,0.34896
2026-01-01 07:45:00,H_J1_3,0.32863
2026-01-01 08:00:00,H_J1_3,0.33624
2026-01-01 08:15:00,H_J1_3,0.35352
2026-01-01 08:30:00,H_J1_3,0.33774
2026-01-01 08:45:00,H_J1_3,0.31404
2026-01-01 09:00:00,H_J1_3,0.26087
2026-01-01 09:15:00,H_J1_3,0.23206
2026-01-01 09:30:00,H_J1_3,0.26979
2026-01-01 09:45:00,H_J1_3,0.25077
2026-01-01 10:00:00,H_J1_3,0.26382
2026-01-01 10:15:00,H_J1_3,0.26437
2026-01-01 10:30:00,H_J1_3,0.24965
2026-01-01 10:45:00,H_J1_3,0.2602
2026-01-01 11:00:00,H_J1_3,0.24794
2026-01-01 11:15:00,H_J1_3,0.25288
2026-01-01 11:30:00,H_J1_3,0.22826
2026-01-01 11:45:00,H_J1_3,0.23721
2026-01-01 12:00:00,H_J1_3,0.24353
2026-01-01 12:15:00,H_J1_3,0.25486
2026-01-01 12:30:00,H_J1_3,0.2301
2026-01-01 12:45:00,H_J1_3,0.24616
2026-01-01 13:00:00,H_J1_3,0.22968
2026-01-01 13:15:00,H_J1_3,0.23084
2026-01-01 13:30:00,H_J1_3,0.24728
2026-01-01 13:45:00,H_J1_3,0.19596
2026-01-01 14:00:00,H_J1_3,0.20592
2026-01-01 14:15:00,H_J1_3,0.20191
2026-01-01 14:30:00,H_J1_3,0.1881
2026-01-01 14:45:00,H_J1_3,0.21479
2026-01-01 15:00:00,H_J1_3,0.24183
2026-01-01 15:15:00,H_J1_3,0.22474
2026-01-01 15:30:00,H_J1_3,0.23725
2026-01-01 15:45:00,H_J1_3,0.26057
2026-01-01 16:00:00,H_J1_3,0.27358
2026-01-01 16:15:00,H_J1_3,0.25382
2026-01-01 16:30:00,H_J1_3,0.29699
2026-01-01 16:45:00,H_J1_3,0.28181
2026-01-01 17:00:00,H_J1_3,0.27557
2026-01-01 17:15:00,H_J1_3,0.2964
2026-01-01 17:30:00,H_J1_3,0.29107
2026-01-01 17:45:00,H_J1_3,0.32081
2026-01-01 18:00:00,H_J1_3,0.35012
2026-01-01 18:15:00,H_J1_3,0.39926
2026-01-01 18:30:00,H_J1_3,0.44293
2026-01-01 18:45:00,H_J1_3,0.35302
2026-01-01 19:00:00,H_J1_3,0.41163
2026-01-01 19:15:00,H_J1_3,0.36761
2026-01-01 19:30:00,H_J1_3,0.41151
2026-01-01 19:45:00,H_J1_3,0.38507
2026-01-01 20:00:00,H_J1_3,0.32727
2026-01-01 20:15:00,H_J1_3,0.39437
2026-01-01 20:30:00,H_J1_3,0.33506
2026-01-01 20:45:00,H_J1_3,0.32224
2026-01-01 21:00:00,H_J1_3,0.29452
2026-01-01 21:15:00,H_J1_3,0.29034
2026-01-01 21:30:00,H_J1_3,0.30236
2026-01-01 21:45:00,H_J1_3,0.27576
2026-01-01 22:00:00,H_J1_3,0.27669
2026-01-01 22:15:00,H_J1_3,0.26856
2026-01-01 22:30:00,H_J1_3,0.28239
2026-01-01 22:45:00,H_J1_3,0.24219
2026-01-01 23:00:00,H_J1_3,0.2179
2026-01-01 23:15:00,H_J1_3,0.2644
2026-01-01 23:30:00,H_J1_3,0.23497
2026-01-01 23:45:00,H_J1_3,0.26301
2026-01-01 00:00:00,H_J1_4,0.03631
2026-01-01 00:15:00,H_J1_4,0.03688
2026-01-01 00:30:00,H_J1_4,0.03157
2026-01-01 00:45:00,H_J1_4,0.03195
2026-01-01 01:00:00,H_J1_4,0.03453
2026-01-01 01:15:00,H_J1_4,0.02972
2026-01-01 01:30:00,H_J1_4,0.03278
2026-01-01 01:45:00,H_J1_4,0.03194
2026-01-01 02:00:00,H_J1_4,0.03291
2026-01-01 02:15:00,H_J1_4,0.03009
2026-01-01 02:30:00,H_J1_4,0.02838
2026-01-01 02:45:00,H_J1_4,0.02736
2026-01-01 03:00:00,H_J1_4,0.0296
2026-01-01 03:15:00,H_J1_4,0.0313
2026-01-01 03:30:00,H_J1_4,0.03186
2026-01-01 03:45:00,H_J1_4,0.03834
2026-01-01 04:00:00,H_J1_4,0.03625
2026-01-01 04:15:00,H_J1_4,0.03118
2026-01-01 04:30:00,H_J1_4,0.03536
2026-01-01 04:45:00,H_J1_4,0.03423
2026-01-01 05:00:00,H_J1_4,0.0358
2026-01-01 05:15:00,H_J1_4,0.03877
2026-01-01 05:30:00,H_J1_4,0.04209
2026-01-01 05:45:00,H_J1_4,0.04101
2026-01-01 06:00:00,H_J1_4,0.04829
2026-01-01 06:15:00,H_J1_4,0.04247
2026-01-01 06:30:00,H_J1_4,0.04857
2026-01-01 06:45:00,H_J1_4,0.06179
2026-01-01 07:00:00,H_J1_4,0.05225
2026-01-01 07:15:00,H_J1_4,0.05813
2026-01-01 07:30:00,H_J1_4,0.05203
2026-01-01 07:45:00,H_J1_4,0.05322
2026-01-01 08:00:00,H_J1_4,0.04915
2026-01-01 08:15:00,H_J1_4,0.04685
2026-01-01 08:30:00,H_J1_4,0.04259
2026-01-01 08:45:00,H_J1_4,0.04457
2026-01-01 09:00:00,H_J1_4,0.03815
2026-01-01 09:15:00,H_J1_4,0.04093
2026-01-01 09:30:00,H_J1_4,0.04039
2026-01-01 09:45:00,H_J1_4,0.03663
2026-01-01 10:00:00,H_J1_4,0.03363
2026-01-01 10:15:00,H_J1_4,0.03476
2026-01-01 10:30:00,H_J1_4,0.03208
2026-01-01 10:45:00,H_J1_4,0.03494
2026-01-01 11:00:00,H_J1_4,0.02772
2026-01-01 11:15:00,H_J1_4,0.03102
2026-01-01 11:30:00,H_J1_4,0.02703
2026-01-01 11:45:00,H_J1_4,0.02799
2026-01-01 12:00:00,H_J1_4,0.03502
2026-01-01 12:15:00,H_J1_4,0.03357
2026-01-01 12:30:00,H_J1_4,0.02935
2026-01-01 12:45:00,H_J1_4,0.02741
2026-01-01 13:00:00,H_J1_4,0.02423
2026-01-01 13:15:00,H_J1_4,0.02922
2026-01-01 13:30:00,H_J1_4,0.0368
2026-01-01 13:45:00,H_J1_4,0.0312
2026-01-01 14:00:00,H_J1_4,0.02867
2026-01-01 14:15:00,H_J1_4,0.03101
2026-01-01 14:30:00,H_J1_4,0.02635
2026-01-01 14:45:00,H_J1_4,0.02923
2026-01-01 15:00:00,H_J1_4,0.03039
2026-01-01 15:15:00,H_J1_4,0.03033
2026-01-01 15:30:00,H_J1_4,0.03317
2026-01-01 15:45:00,H_J1_4,0.03287
2026-01-01 16:00:00,H_J1_4,0.03489
2026-01-01 16:15:00,H_J1_4,0.03259
2026-01-01 16:30:00,H_J1_4,0.03874
2026-01-01 16:45:00,H_J1_4,0.0432
2026-01-01 17:00:00,H_J1_4,0.03698
2026-01-01 17:15:00,H_J1_4,0.03924
2026-01-01 17:30:00,H_J1_4,0.04931
2026-01-01 17:45:00,H_J1_4,0.04572
2026-01-01 18:00:00,H_J1_4,0.05409
2026-01-01 18:15:00,H_J1_4,0.04823
2026-01-01 18:30:00,H_J1_4,0.05752
2026-01-01 18:45:00,H_J1_4,0.05252
2026-01-01 19:00:00,H_J1_4,0.05331
2026-01-01 19:15:00,H_J1_4,0.05888
2026-01-01 19:30:00,H_J1_4,0.04973
2026-01-01 19:45:00,H_J1_4,0.04635
2026-01-01 20:00:00,H_J1_4,0.0467
2026-01-01 20:15:00,H_J1_4,0.04829
2026-01-01 20:30:00,H_J1_4,0.03934
2026-01-01 20:45:00,H_J1_4,0.04478
2026-01-01 21:00:00,H_J1_4,0.03885
2026-01-01 21:15:00,H_J1_4,0.04242
2026-01-01 21:30:00,H_J1_4,0.03057
2026-01-01 21:45:00,H_J1_4,0.0334
2026-01-01 22:00:00,H_J1_4,0.03002
2026-01-01 22:15:00,H_J1_4,0.03125
2026-01-01 22:30:00,H_J1_4,0.03329
2026-01-01 22:45:00,H_J1_4,0.03164
2026-01-01 23:00:00,H_J1_4,0.03109
2026-01-01 23:15:00,H_J1_4,0.03109
2026-01-01 23:30:00,H_J1_4,0.03189
2026-01-01 23:45:00,H_J1_4,0.02891
2026-01-01 00:00:00,H_J2_1,0.21157
2026-01-01 00:15:00,H_J2_1,0.20905
2026-01-01 00:30:00,H_J2_1,0.20277
2026-01-01 00:45:00,H_J2_1,0.19924
2026-01-01 01:00:00,H_J2_1,0.19673
2026-01-01 01:15:00,H_J2_1,0.20319
2026-01-01 01:30:00,H_J2_1,0.21767
2026-01-01 01:45:00,H_J2_1,0.22549
2026-01-01 02:00:00,H_J2_1,0.22098
2026-01-01 02:15:00,H_J2_1,0.20742
2026-01-01 02:30:00,H_J2_1,0.23736
2026-01-01 02:45:00,H_J2_1,0.23462
2026-01-01 03:00:00,H_J2_1,0.21856
2026-01-01 03:15:00,H_J2_1,0.21029
2026-01-01 03:30:00,H_J2_1,0.23177
2026-01-01 03:45:00,H_J2_1,0.22558
2026-01-01 04:00:00,H_J2_1,0.1985
2026-01-01 04:15:00,H_J2_1,0.2228
2026-01-01 04:30:00,H_J2_1,0.23064
2026-01-01 04:45:00,H_J2_1,0.21284
2026-01-01 05:00:00,H_J2_1,0.2365
2026-01-01 05:15:00,H_J2_1,0.21259
2026-01-01 05:30:00,H_J2_1,0.27451
2026-01-01 05:45:00,H_J2_1,0.2836
2026-01-01 06:00:00,H_J2_1,0.26334
2026-01-01 06:15:00,H_J2_1,0.29087
2026-01-01 06:30:00,H_J2_1,0.24537
2026-01-01 06:45:00,H_J2_1,0.28519
2026-01-01 07:00:00,H_J2_1,0.31971
2026-01-01 07:15:00,H_J2_1,0.31185
2026-01-01 07:30:00,H_J2_1,0.36962
2026-01-01 07:45:00,H_J2_1,0.41574
2026-01-01 08:00:00,H_J2_1,0.32311
2026-01-01 08:15:00,H_J2_1,0.32824
2026-01-01 08:30:00,H_J2_1,0.34922
2026-01-01 08:45:00,H_J2_1,0.37649
2026-01-01 09:00:00,H_J2_1,0.28732
2026-01-01 09:15:00,H_J2_1,0.3076
2026-01-01 09:30:00,H_J2_1,0.33106
2026-01-01 09:45:00,H_J2_1,0.23809
2026-01-01 10:00:00,H_J2_1,0.23364
2026-01-01 10:15:00,H_J2_1,0.23969
2026-01-01 10:30:00,H_J2_1,0.22936
2026-01-01 10:45:00,H_J2_1,0.24782
2026-01-01 11:00:00,H_J2_1,0.23146
2026-01-01 11:15:00,H_J2_1,0.19363
2026-01-01 11:30:00,H_J2_1,0.22962
2026-01-01 11:45:00,H_J2_1,0.20835
2026-01-01 12:00:00,H_J2_1,0.23974
2026-01-01 12:15:00,H_J2_1,0.20451
2026-01-01 12:30:00,H_J2_1,0.20309
2026-01-01 12:45:00,H_J2_1,0.22179
2026-01-01 13:00:00,H_J2_1,0.22439
2026-01-01 13:15:00,H_J2_1,0.21753
2026-01-01 13:30:00,H_J2_1,0.18241
2026-01-01 13:45:00,H_J2_1,0.21696
2026-01-01 14:00:00,H_J2_1,0.1908
2026-01-01 14:15:00,H_J2_1,0.21116
2026-01-01 14:30:00,H_J2_1,0.18554
2026-01-01 14:45:00,H_J2_1,0.21719
2026-01-01 15:00:00,H_J2_1,0.19914
2026-01-01 15:15:00,H_J2_1,0.19556
2026-01-01 15:30:00,H_J2_1,0.23567
2026-01-01 15:45:00,H_J2_1,0.23474
2026-01-01 16:00:00,H_J2_1,0.22823
2026-01-01 16:15:00,H_J2_1,0.28185
2026-01-01 16:30:00,H_J2_1,0.2546
2026-01-01 16:45:00,H_J2_1,0.27841
2026-01-01 17:00:00,H_J2_1,0.29871
2026-01-01 17:15:00,H_J2_1,0.29221
2026-01-01 17:30:00,H_J2_1,0.33344
2026-01-01 17:45:00,H_J2_1,0.31979
2026-01-01 18:00:00,H_J2_1,0.33304
2026-01-01 18:15:00,H_J2_1,0.3924
2026-01-01 18:30:00,H_J2_1,0.32784
2026-01-01 18:45:00,H_J2_1,0.2945
2026-01-01 19:00:00,H_J2_1,0.40331
2026-01-01 19:15:00,H_J2_1,0.42739
2026-01-01 19:30:00,H_J2_1,0.32877
2026-01-01 19:45:00,H_J2_1,0.2812
2026-01-01 20:00:00,H_J2_1,0.30766
2026-01-01 20:15:00,H_J2_1,0.29474
2026-01-01 20:30:00,H_J2_1,0.28321
2026-01-01 20:45:00,H_J2_1,0.25063
2026-01-01 21:00:00,H_J2_1,0.27378
2026-01-01 21:15:00,H_J2_1,0.26083
2026-01-01 21:30:00,H_J2_1,0.21334
2026-01-01 21:45:00,H_J2_1,0.2458
2026-01-01 22:00:00,H_J2_1,0.26642
2026-01-01 22:15:00,H_J2_1,0.22431
2026-01-01 22:30:00,H_J2_1,0.21198
2026-01-01 22:45:00,H_J2_1,0.21303
2026-01-01 23:00:00,H_J2_1,0.2249
2026-01-01 23:15:00,H_J2_1,0.18587
2026-01-01 23:30:00,H_J2_1,0.21622
2026-01-01 23:45:00,H_J2_1,0.20713
2026-01-01 00:00:00,H_J2_2,0.21536
2026-01-01 00:15:00,H_J2_2,0.17351
2026-01-01 00:30:00,H_J2_2,0.19968
2026-01-01 00:45:00,H_J2_2,0.19638
2026-01-01 01:00:00,H_J2_2,0.17934
2026-01-01 01:15:00,H_J2_2,0.19575
2026-01-01 01:30:00,H_J2_2,0.21339
2026-01-01 01:45:00,H_J2_2,0.18928
2026-01-01 02:00:00,H_J2_2,0.17011
2026-01-01 02:15:00,H_J2_2,0.19496
2026-01-01 02:30:00,H_J2_2,0.18205
2026-01-01 02:45:00,H_J2_2,0.19087
2026-01-01 03:00:00,H_J2_2,0.19551
2026-01-01 03:15:00,H_J2_2,0.17243
2026-01-01 03:30:00,H_J2_2,0.1748
2026-01-01 03:45:00,H_J2_2,0.20871
2026-01-01 04:00:00,H_J2_2,0.19528
2026-01-01 04:15:00,H_J2_2,0.1691
2026-01-01 04:30:00,H_J2_2,0.22691
2026-01-01 04:45:00,H_J2_2,0.22516
2026-01-01 05:00:00,H_J2_2,0.21662
2026-01-01 05:15:00,H_J2_2,0.21617
2026-01-01 05:30:00,H_J2_2,0.26999
2026-01-01 05:45:00,H_J2_2,0.27333
2026-01-01 06:00:00,H_J2_2,0.33784
2026-01-01 06:15:00,H_J2_2,0.30175
2026-01-01 06:30:00,H_J2_2,0.31195
2026-01-01 06:45:00,H_J2_2,0.30607
2026-01-01 07:00:00,H_J2_2,0.33549
2026-01-01 07:15:00,H_J2_2,0.33036
2026-01-01 07:30:00,H_J2_2,0.34277
2026-01-01 07:45:00,H_J2_2,0.2899
2026-01-01 08:00:00,H_J2_2,0.28144
2026-01-01 08:15:00,H_J2_2,0.26812
2026-01-01 08:30:00,H_J2_2,0.28216
2026-01-01 08:45:00,H_J2_2,0.28321
2026-01-01 09:00:00,H_J2_2,0.22989
2026-01-01 09:15:00,H_J2_2,0.21965
2026-01-01 09:30:00,H_J2_2,0.22337
2026-01-01 09:45:00,H_J2_2,0.2062
2026-01-01 10:00:00,H_J2_2,0.22073
2026-01-01 10:15:00,H_J2_2,0.16729
2026-01-01 10:30:00,H_J2_2,0.18469
2026-01-01 10:45:00,H_J2_2,0.1834
2026-01-01 11:00:00,H_J2_2,0.16098
2026-01-01 11:15:00,H_J2_2,0.17847
2026-01-01 11:30:00,H_J2_2,0.17839
2026-01-01 11:45:00,H_J2_2,0.18812
2026-01-01 12:00:00,H_J2_2,0.20812
2026-01-01 12:15:00,H_J2_2,0.18585
2026-01-01 12:30:00,H_J2_2,0.17364
2026-01-01 12:45:00,H_J2_2,0.18664
2026-01-01 13:00:00,H_J2_2,0.20263
2026-01-01 13:15:00,H_J2_2,0.17117
2026-01-01 13:30:00,H_J2_2,0.17091
2026-01-01 13:45:00,H_J2_2,0.19097
2026-01-01 14:00:00,H_J2_2,0.17839
2026-01-01 14:15:00,H_J2_2,0.19042
2026-01-01 14:30:00,H_J2_2,0.18025
2026-01-01 14:45:00,H_J2_2,0.19111
2026-01-01 15:00:00,H_J2_2,0.16725
2026-01-01 15:15:00,H_J2_2,0.18351
2026-01-01 15:30:00,H_J2_2,0.18375
2026-01-01 15:45:00,H_J2_2,0.1737
2026-01-01 16:00:00,H_J2_2,0.17433
2026-01-01 16:15:00,H_J2_2,0.21686
2026-01-01 16:30:00,H_J2_2,0.20869
2026-01-01 16:45:00,H_J2_2,0.20778
2026-01-01 17:00:00,H_J2_2,0.23578
2026-01-01 17:15:00,H_J2_2,0.27425
2026-01-01 17:30:00,H_J2_2,0.21993
2026-01-01 17:45:00,H_J2_2,0.2458
2026-01-01 18:00:00,H_J2_2,0.2687
2026-01-01 18:15:00,H_J2_2,0.33714
2026-01-01 18:30:00,H_J2_2,0.31547
2026-01-01 18:45:00,H_J2_2,0.33409
2026-01-01 19:00:00,H_J2_2,0.28932
2026-01-01 19:15:00,H_J2_2,0.28941
